student_id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,attendance_percentage,average_score,performance_level
2843,Male,Group B,Some college,Free/Reduced,Completed,1.0,38.0,37.0,90.1,25.333333333333332,Low
2844,Male,Group D,Associate degree,Free/Reduced,,94.0,1.0,98.0,84.76,64.33333333333333,Medium
2845,Female,Group B,Associate degree,Standard,,72.0,80.0,7.0,60.75,53.0,Medium
2846,Female,Group A,High school,Standard,,9.0,0.0,64.0,88.96,24.333333333333332,Low
2847,Female,Group A,Some college,Standard,Completed,52.0,31.0,50.0,90.93,44.333333333333336,Low
2848,Female,Group B,Some college,Free/Reduced,Completed,88.0,82.0,90.0,88.91,86.66666666666667,High
2849,Male,Group C,High school,Standard,Completed,50.0,63.0,89.0,90.63,67.33333333333333,Medium
2850,Female,Group E,Bachelor's degree,Free/Reduced,Completed,68.0,77.0,42.0,77.24,62.333333333333336,Medium
2851,Female,Group D,High school,Free/Reduced,,13.0,30.0,59.0,99.75,34.0,Low
2852,Male,Group D,Some college,Free/Reduced,Completed,65.0,57.0,25.0,90.83,49.0,Low
2853,Male,Group D,Bachelor's degree,Standard,,81.0,81.0,10.0,83.15,57.333333333333336,Medium
2854,Female,Group A,Associate degree,Free/Reduced,Completed,92.0,77.0,33.0,97.37,67.33333333333333,Medium
2855,Female,Group D,High school,Standard,,52.0,13.0,1.0,96.33,22.0,Low
2856,Male,Group E,Master's degree,Free/Reduced,,83.0,87.0,20.0,92.58,63.333333333333336,Medium
2857,Female,Group E,Bachelor's degree,Standard,Completed,63.0,68.0,25.0,82.55,52.0,Medium
2858,Male,Group B,Bachelor's degree,Standard,,71.0,15.0,75.0,81.08,53.666666666666664,Medium
2859,Male,Group A,High school,Free/Reduced,,100.0,68.0,72.0,73.15,80.0,High
2860,Male,Group E,Master's degree,Free/Reduced,,48.0,53.0,86.0,70.04,62.333333333333336,Medium
2861,Male,Group C,Bachelor's degree,Standard,,89.0,12.0,4.0,80.49,35.0,Low
2862,Female,Group A,High school,Standard,Completed,61.0,79.0,8.0,83.11,49.333333333333336,Low
2863,Male,Group A,Some college,Free/Reduced,Completed,36.0,78.0,49.0,69.78,54.333333333333336,Medium
2864,Male,Group E,High school,Free/Reduced,,48.0,30.0,9.0,96.9,29.0,Low
2865,Female,Group C,High school,Standard,Completed,49.0,68.0,57.0,82.29,58.0,Medium
2866,Male,Group B,High school,Standard,,32.0,20.0,9.0,81.06,20.333333333333332,Low
2867,Female,Group E,Bachelor's degree,Free/Reduced,,21.0,29.0,77.0,77.43,42.333333333333336,Low
2868,Female,Group C,High school,Standard,Completed,69.0,22.0,35.0,62.32,42.0,Low
2869,Female,Group A,Some college,Free/Reduced,,32.0,37.0,73.0,95.3,47.333333333333336,Low
2870,Male,Group C,Bachelor's degree,Free/Reduced,Completed,27.0,28.0,55.0,72.68,36.666666666666664,Low
2871,Female,Group A,Some college,Free/Reduced,,87.0,76.0,61.0,85.7,74.66666666666667,Medium
2872,Female,Group E,Master's degree,Free/Reduced,Completed,3.0,31.0,50.0,84.3,28.0,Low
2873,Male,Group E,High school,Standard,Completed,65.0,61.0,40.0,83.38,55.333333333333336,Medium
2874,Female,Group D,Bachelor's degree,Free/Reduced,,76.0,90.0,47.0,81.03,71.0,Medium
2875,Female,Group D,Bachelor's degree,Free/Reduced,Completed,48.0,97.0,21.0,67.26,55.333333333333336,Medium
2876,Female,Group D,High school,Standard,,10.0,44.0,86.0,71.22,46.666666666666664,Low
2877,Female,Group E,Associate degree,Standard,Completed,34.0,48.0,79.0,80.97,53.666666666666664,Medium
2878,Female,Group B,Associate degree,Free/Reduced,,38.0,32.0,60.0,91.57,43.333333333333336,Low
2879,Male,Group E,Some college,Free/Reduced,Completed,9.0,3.0,74.0,77.28,28.666666666666668,Low
2880,Female,Group C,High school,Free/Reduced,Completed,73.0,17.0,98.0,68.16,62.666666666666664,Medium
2881,Female,Group E,High school,Free/Reduced,Completed,71.0,51.0,47.0,63.52,56.333333333333336,Medium
2882,Male,Group E,Master's degree,Free/Reduced,,68.0,63.0,63.0,86.52,64.66666666666667,Medium
2883,Male,Group A,Associate degree,Free/Reduced,Completed,22.0,27.0,83.0,76.93,44.0,Low
2884,Male,Group A,Associate degree,Standard,,33.0,57.0,36.0,65.01,42.0,Low
2885,Female,Group A,High school,Standard,Completed,31.0,90.0,40.0,86.98,53.666666666666664,Medium
2886,Male,Group E,Some college,Free/Reduced,Completed,15.0,89.0,4.0,68.3,36.0,Low
2887,Female,Group B,High school,Standard,,67.0,51.0,99.0,80.36,72.33333333333333,Medium
2888,Female,Group C,Some college,Standard,Completed,53.0,51.0,76.0,72.25,60.0,Medium
2889,Male,Group C,Associate degree,Free/Reduced,,27.0,76.0,51.0,97.27,51.333333333333336,Medium
2890,Male,Group B,Master's degree,Standard,,49.0,91.0,16.0,69.13,52.0,Medium
2891,Female,Group B,Bachelor's degree,Standard,,77.0,33.0,89.0,76.8,66.33333333333333,Medium
2892,Male,Group C,Associate degree,Free/Reduced,,75.0,86.0,61.0,98.38,74.0,Medium
2893,Female,Group D,Some college,Free/Reduced,,59.0,9.0,51.0,72.75,39.666666666666664,Low
2894,Male,Group A,High school,Free/Reduced,Completed,84.0,93.0,19.0,85.78,65.33333333333333,Medium
2895,Male,Group A,Associate degree,Standard,,79.0,21.0,96.0,72.67,65.33333333333333,Medium
2896,Male,Group C,Master's degree,Free/Reduced,Completed,43.0,4.0,93.0,64.43,46.666666666666664,Low
2897,Female,Group B,Some college,Standard,,1.0,43.0,15.0,85.1,19.666666666666668,Low
2898,Male,Group D,High school,Free/Reduced,,22.0,8.0,6.0,96.64,12.0,Low
2899,Female,Group C,Bachelor's degree,Free/Reduced,Completed,92.0,42.0,93.0,78.1,75.66666666666667,High
2900,Female,Group A,Some college,Free/Reduced,Completed,45.0,3.0,65.0,85.05,37.666666666666664,Low
2901,Female,Group E,High school,Free/Reduced,,72.0,41.0,11.0,84.36,41.333333333333336,Low
2902,Female,Group B,Master's degree,Standard,,53.0,64.0,42.0,76.6,53.0,Medium
2903,Male,Group E,High school,Standard,Completed,70.0,97.0,39.0,84.6,68.66666666666667,Medium
2904,Female,Group C,Bachelor's degree,Free/Reduced,Completed,92.0,40.0,0.0,70.37,44.0,Low
2905,Female,Group A,Bachelor's degree,Standard,,80.0,63.0,57.0,75.12,66.66666666666667,Medium
2906,Male,Group D,Bachelor's degree,Free/Reduced,,8.0,54.0,2.0,77.69,21.333333333333332,Low
2907,Female,Group E,High school,Free/Reduced,,69.0,89.0,7.0,94.56,55.0,Medium
2908,Male,Group D,Bachelor's degree,Standard,Completed,43.0,17.0,89.0,73.93,49.666666666666664,Low
2909,Female,Group A,Some college,Standard,,83.0,15.0,74.0,85.41,57.333333333333336,Medium
2910,Male,Group E,Master's degree,Free/Reduced,Completed,73.0,86.0,60.0,68.54,73.0,Medium
2911,Female,Group D,Master's degree,Free/Reduced,Completed,72.0,45.0,84.0,70.1,67.0,Medium
2912,Male,Group D,Bachelor's degree,Free/Reduced,,11.0,35.0,4.0,85.94,16.666666666666668,Low
2913,Female,Group E,Master's degree,Standard,,96.0,89.0,25.0,90.49,70.0,Medium
2914,Female,Group A,Master's degree,Free/Reduced,Completed,31.0,65.0,84.0,78.48,60.0,Medium
2915,Male,Group D,Bachelor's degree,Free/Reduced,,33.0,43.0,72.0,73.4,49.333333333333336,Low
2916,Male,Group C,Bachelor's degree,Free/Reduced,,82.0,51.0,16.0,96.41,49.666666666666664,Low
2917,Male,Group E,Some college,Free/Reduced,Completed,32.0,28.0,100.0,65.43,53.333333333333336,Medium
2918,Male,Group B,Associate degree,Free/Reduced,,63.0,3.0,65.0,88.83,43.666666666666664,Low
2919,Female,Group B,High school,Free/Reduced,Completed,49.0,98.0,50.0,87.61,65.66666666666667,Medium
2920,Female,Group A,Bachelor's degree,Standard,Completed,15.0,85.0,46.0,87.61,48.666666666666664,Low
2921,Male,Group C,Bachelor's degree,Free/Reduced,,49.0,48.0,39.0,97.42,45.333333333333336,Low
2922,Female,Group D,Master's degree,Free/Reduced,Completed,22.0,71.0,91.0,89.13,61.333333333333336,Medium
2923,Male,Group B,Master's degree,Standard,Completed,49.0,84.0,26.0,72.06,53.0,Medium
2924,Male,Group A,Master's degree,Standard,,53.0,7.0,39.0,74.14,33.0,Low
2925,Female,Group C,Bachelor's degree,Free/Reduced,Completed,43.0,51.0,0.0,75.64,31.333333333333332,Low
2926,Female,Group C,Bachelor's degree,Standard,,36.0,68.0,45.0,61.23,49.666666666666664,Low
2927,Female,Group A,Master's degree,Free/Reduced,Completed,8.0,20.0,10.0,96.54,12.666666666666666,Low
2928,Female,Group A,Bachelor's degree,Standard,Completed,93.0,26.0,38.0,62.94,52.333333333333336,Medium
2929,Female,Group D,Associate degree,Standard,Completed,12.0,37.0,17.0,87.99,22.0,Low
2930,Female,Group A,High school,Free/Reduced,Completed,59.0,4.0,50.0,89.21,37.666666666666664,Low
2931,Female,Group D,High school,Standard,Completed,79.0,84.0,46.0,93.75,69.66666666666667,Medium
2932,Male,Group D,High school,Free/Reduced,Completed,1.0,60.0,73.0,82.13,44.666666666666664,Low
2933,Male,Group E,Associate degree,Standard,Completed,94.0,7.0,99.0,89.01,66.66666666666667,Medium
2934,Male,Group C,Bachelor's degree,Free/Reduced,,59.0,85.0,20.0,72.11,54.666666666666664,Medium
2935,Male,Group C,Master's degree,Standard,Completed,56.0,17.0,27.0,89.82,33.333333333333336,Low
2936,Male,Group C,Some college,Free/Reduced,,42.0,3.0,0.0,73.74,15.0,Low
2937,Female,Group E,Bachelor's degree,Free/Reduced,Completed,18.0,3.0,13.0,96.11,11.333333333333334,Low
2938,Male,Group D,Associate degree,Free/Reduced,Completed,49.0,36.0,19.0,66.54,34.666666666666664,Low
2939,Male,Group D,Associate degree,Free/Reduced,,77.0,14.0,50.0,72.63,47.0,Low
2940,Male,Group A,Master's degree,Standard,,46.0,37.0,44.0,79.95,42.333333333333336,Low
2941,Male,Group E,Bachelor's degree,Free/Reduced,,88.0,26.0,60.0,91.03,58.0,Medium
2942,Male,Group A,High school,Standard,Completed,49.0,84.0,26.0,89.95,53.0,Medium
2943,Male,Group E,Master's degree,Standard,,6.0,47.0,55.0,68.43,36.0,Low
2944,Male,Group A,High school,Free/Reduced,Completed,78.0,51.0,51.0,65.77,60.0,Medium
2945,Female,Group B,Some college,Free/Reduced,Completed,93.0,45.0,67.0,72.16,68.33333333333333,Medium
2946,Female,Group C,Associate degree,Standard,,30.0,47.0,36.0,79.35,37.666666666666664,Low
2947,Male,Group C,High school,Standard,Completed,87.0,58.0,81.0,81.56,75.33333333333333,High
2948,Female,Group D,High school,Standard,,54.0,3.0,30.0,77.17,29.0,Low
2949,Female,Group B,Master's degree,Free/Reduced,,24.0,74.0,48.0,86.52,48.666666666666664,Low
2950,Female,Group C,Associate degree,Free/Reduced,,71.0,18.0,52.0,77.1,47.0,Low
2951,Female,Group D,Master's degree,Standard,,49.0,51.0,38.0,97.85,46.0,Low
2952,Male,Group B,Some college,Standard,Completed,35.0,18.0,9.0,70.44,20.666666666666668,Low
2953,Female,Group C,Some college,Standard,Completed,49.0,90.0,8.0,85.09,49.0,Low
2954,Female,Group A,Associate degree,Free/Reduced,,13.0,41.0,91.0,84.46,48.333333333333336,Low
2955,Female,Group E,Some college,Standard,,28.0,91.0,91.0,71.26,70.0,Medium
2956,Male,Group B,Associate degree,Standard,Completed,49.0,4.0,12.0,76.47,21.666666666666668,Low
2957,Male,Group D,Some college,Standard,Completed,49.0,47.0,17.0,74.62,37.666666666666664,Low
2958,Male,Group B,Bachelor's degree,Standard,,35.0,24.0,11.0,66.9,23.333333333333332,Low
2959,Male,Group D,High school,Free/Reduced,Completed,49.0,66.0,71.0,79.09,62.0,Medium
2960,Male,Group B,Bachelor's degree,Standard,Completed,20.0,25.0,86.0,75.47,43.666666666666664,Low
2961,Male,Group D,Associate degree,Free/Reduced,Completed,37.0,73.0,4.0,67.13,38.0,Low
2962,Male,Group C,Associate degree,Free/Reduced,Completed,74.0,87.0,6.0,78.0,55.666666666666664,Medium
2963,Female,Group A,Bachelor's degree,Standard,,96.0,61.0,14.0,76.87,57.0,Medium
2964,Female,Group C,High school,Free/Reduced,Completed,78.0,92.0,66.0,65.25,78.66666666666667,High
2965,Female,Group A,High school,Standard,,75.0,6.0,17.0,65.25,32.666666666666664,Low
2966,Male,Group C,Master's degree,Standard,,87.0,43.0,37.0,85.9,55.666666666666664,Medium
2967,Male,Group C,Some college,Standard,,49.0,86.0,25.0,88.26,53.333333333333336,Medium
2968,Male,Group B,Master's degree,Standard,Completed,36.0,26.0,37.0,97.65,33.0,Low
2969,Male,Group E,High school,Standard,Completed,74.0,41.0,58.0,63.48,57.666666666666664,Medium
2970,Male,Group D,Bachelor's degree,Free/Reduced,,18.0,72.0,51.0,64.71,47.0,Low
2971,Female,Group D,Master's degree,Free/Reduced,Completed,0.0,55.0,32.0,62.07,29.0,Low
2972,Female,Group D,Bachelor's degree,Standard,,80.0,2.0,20.0,81.29,34.0,Low
2973,Male,Group A,Master's degree,Free/Reduced,,49.0,51.0,16.0,84.91,38.666666666666664,Low
2974,Male,Group D,Master's degree,Standard,Completed,54.0,69.0,61.0,76.14,61.333333333333336,Medium
2975,Male,Group D,Bachelor's degree,Free/Reduced,Completed,79.0,58.0,58.0,91.92,65.0,Medium
2976,Male,Group B,Master's degree,Free/Reduced,Completed,25.0,37.0,1.0,87.47,21.0,Low
2977,Female,Group C,Master's degree,Standard,,42.0,84.0,50.0,99.43,58.666666666666664,Medium
2978,Male,Group D,Master's degree,Free/Reduced,,58.0,82.0,24.0,65.52,54.666666666666664,Medium
2979,Male,Group E,Associate degree,Free/Reduced,Completed,50.0,88.0,40.0,62.33,59.333333333333336,Medium
2980,Male,Group D,Associate degree,Free/Reduced,,14.0,67.0,18.0,70.99,33.0,Low
2981,Male,Group A,Associate degree,Standard,,7.0,85.0,37.0,60.76,43.0,Low
2982,Female,Group A,Some college,Free/Reduced,,93.0,68.0,24.0,97.3,61.666666666666664,Medium
2983,Male,Group A,Associate degree,Free/Reduced,Completed,13.0,0.0,38.0,72.16,17.0,Low
2984,Male,Group D,Associate degree,Free/Reduced,Completed,96.0,49.0,3.0,82.1,49.333333333333336,Low
2985,Female,Group B,Master's degree,Free/Reduced,Completed,6.0,80.0,2.0,72.72,29.333333333333332,Low
2986,Female,Group E,Bachelor's degree,Free/Reduced,,17.0,72.0,33.0,69.83,40.666666666666664,Low
2987,Female,Group D,Associate degree,Free/Reduced,Completed,11.0,8.0,9.0,66.09,9.333333333333334,Low
2988,Male,Group B,Some college,Free/Reduced,,1.0,52.0,26.0,72.81,26.333333333333332,Low
2989,Male,Group B,Master's degree,Free/Reduced,,49.0,87.0,89.0,84.62,75.0,High
2990,Female,Group D,Bachelor's degree,Free/Reduced,,92.0,9.0,90.0,98.86,63.666666666666664,Medium
2991,Female,Group D,High school,Standard,Completed,20.0,83.0,0.0,82.32,34.333333333333336,Low
2992,Female,Group B,Associate degree,Free/Reduced,,6.0,51.0,43.0,81.31,33.333333333333336,Low
2993,Female,Group B,Master's degree,Free/Reduced,Completed,90.0,76.0,83.0,61.41,83.0,High
2994,Female,Group B,Master's degree,Free/Reduced,,11.0,28.0,51.0,93.6,30.0,Low
2995,Female,Group D,Bachelor's degree,Free/Reduced,Completed,83.0,35.0,24.0,61.79,47.333333333333336,Low
2996,Male,Group B,High school,Free/Reduced,Completed,56.0,86.0,73.0,96.25,71.66666666666667,Medium
2997,Male,Group A,Some college,Standard,Completed,77.0,26.0,64.0,81.55,55.666666666666664,Medium
2998,Male,Group D,Master's degree,Standard,Completed,73.0,17.0,79.0,66.74,56.333333333333336,Medium
2999,Female,Group A,Master's degree,Standard,Completed,22.0,17.0,10.0,78.07,16.333333333333332,Low
3000,Female,Group C,Master's degree,Standard,Completed,29.0,8.0,67.0,99.8,34.666666666666664,Low
3001,Female,Group D,Master's degree,Free/Reduced,Completed,57.0,66.0,98.0,72.2,73.66666666666667,Medium
3002,Female,Group C,Bachelor's degree,Free/Reduced,Completed,94.0,6.0,76.0,70.78,58.666666666666664,Medium
3003,Female,Group B,High school,Free/Reduced,,51.0,57.0,84.0,64.72,64.0,Medium
3004,Female,Group B,Master's degree,Standard,,55.0,78.0,14.0,83.89,49.0,Low
3005,Male,Group E,Some college,Standard,,9.0,29.0,56.0,63.57,31.333333333333332,Low
3006,Male,Group B,Some college,Standard,,18.0,72.0,73.0,90.64,54.333333333333336,Medium
3007,Female,Group C,Associate degree,Standard,,49.0,60.0,63.0,96.77,57.333333333333336,Medium
3008,Male,Group B,Master's degree,Free/Reduced,Completed,86.0,90.0,10.0,97.27,62.0,Medium
3009,Female,Group D,Master's degree,Free/Reduced,Completed,58.0,99.0,95.0,64.32,84.0,High
3010,Male,Group B,Master's degree,Standard,Completed,43.0,81.0,96.0,82.33,73.33333333333333,Medium
3011,Female,Group E,Master's degree,Free/Reduced,Completed,58.0,94.0,19.0,63.88,57.0,Medium
3012,Female,Group B,Master's degree,Standard,Completed,95.0,16.0,99.0,82.88,70.0,Medium
3013,Male,Group C,Some college,Standard,,83.0,52.0,29.0,92.6,54.666666666666664,Medium
3014,Male,Group C,High school,Standard,,3.0,5.0,9.0,81.51,5.666666666666667,Low
3015,Female,Group B,High school,Standard,Completed,96.0,51.0,53.0,94.88,66.66666666666667,Medium
3016,Female,Group C,Associate degree,Free/Reduced,,64.0,24.0,57.0,92.07,48.333333333333336,Low
3017,Male,Group C,Some college,Free/Reduced,,12.0,41.0,78.0,71.06,43.666666666666664,Low
3018,Male,Group E,Master's degree,Standard,Completed,49.0,41.0,50.0,85.2,46.666666666666664,Low
3019,Female,Group D,High school,Standard,Completed,11.0,58.0,0.0,60.3,23.0,Low
3020,Male,Group E,Bachelor's degree,Free/Reduced,,92.0,37.0,57.0,75.84,62.0,Medium
3021,Female,Group A,Bachelor's degree,Free/Reduced,,54.0,30.0,50.0,69.52,44.666666666666664,Low
3022,Female,Group E,Bachelor's degree,Standard,Completed,60.0,28.0,14.0,97.48,34.0,Low
3023,Female,Group B,Master's degree,Standard,,94.0,8.0,66.0,76.22,56.0,Medium
3024,Female,Group D,Master's degree,Standard,Completed,40.0,0.0,32.0,86.16,24.0,Low
3025,Male,Group B,Associate degree,Standard,,35.0,79.0,37.0,89.28,50.333333333333336,Medium
3026,Male,Group A,Associate degree,Standard,,1.0,86.0,18.0,90.93,35.0,Low
3027,Male,Group D,Associate degree,Free/Reduced,Completed,21.0,71.0,3.0,89.43,31.666666666666668,Low
3028,Male,Group C,Bachelor's degree,Free/Reduced,,21.0,46.0,75.0,71.57,47.333333333333336,Low
3029,Male,Group E,Master's degree,Standard,Completed,40.0,75.0,88.0,87.44,67.66666666666667,Medium
3030,Male,Group B,Bachelor's degree,Standard,,94.0,9.0,97.0,81.96,66.66666666666667,Medium
3031,Male,Group A,Associate degree,Standard,,13.0,15.0,80.0,83.89,36.0,Low
3032,Female,Group C,Master's degree,Standard,Completed,92.0,46.0,57.0,60.03,65.0,Medium
3033,Male,Group E,Some college,Free/Reduced,,34.0,51.0,69.0,70.33,51.333333333333336,Medium
3034,Male,Group C,High school,Free/Reduced,Completed,49.0,23.0,11.0,97.23,27.666666666666668,Low
3035,Female,Group E,High school,Standard,Completed,8.0,51.0,78.0,71.6,45.666666666666664,Low
3036,Male,Group D,Associate degree,Free/Reduced,,95.0,74.0,16.0,77.52,61.666666666666664,Medium
3037,Male,Group C,Bachelor's degree,Standard,Completed,58.0,25.0,0.0,67.47,27.666666666666668,Low
3038,Female,Group C,Some college,Standard,Completed,49.0,6.0,13.0,65.54,22.666666666666668,Low
3039,Male,Group C,Master's degree,Free/Reduced,Completed,90.0,78.0,1.0,68.35,56.333333333333336,Medium
3040,Male,Group D,Bachelor's degree,Standard,,9.0,14.0,3.0,82.15,8.666666666666666,Low
3041,Male,Group A,Master's degree,Free/Reduced,Completed,24.0,47.0,65.0,96.76,45.333333333333336,Low
3042,Female,Group E,Bachelor's degree,Standard,Completed,44.0,2.0,89.0,73.05,45.0,Low
3043,Male,Group C,Associate degree,Standard,,96.0,15.0,45.0,72.94,52.0,Medium
3044,Male,Group D,High school,Standard,Completed,10.0,78.0,49.0,82.57,45.666666666666664,Low
3045,Female,Group A,High school,Standard,Completed,100.0,88.0,59.0,74.27,82.33333333333333,High
3046,Male,Group E,Bachelor's degree,Free/Reduced,Completed,8.0,96.0,51.0,96.42,51.666666666666664,Medium
3047,Female,Group D,Some college,Standard,,6.0,13.0,96.0,75.11,38.333333333333336,Low
3048,Female,Group E,Master's degree,Free/Reduced,,70.0,87.0,47.0,79.62,68.0,Medium
3049,Male,Group C,Associate degree,Free/Reduced,,33.0,74.0,38.0,81.34,48.333333333333336,Low
3050,Female,Group A,Master's degree,Standard,,82.0,2.0,69.0,91.28,51.0,Medium
3051,Female,Group D,High school,Free/Reduced,,19.0,72.0,59.0,82.56,50.0,Medium
3052,Male,Group A,Some college,Standard,,49.0,69.0,29.0,69.57,49.0,Low
3053,Female,Group C,Some college,Free/Reduced,Completed,4.0,30.0,85.0,64.96,39.666666666666664,Low
3054,Female,Group A,Master's degree,Free/Reduced,,92.0,79.0,26.0,97.51,65.66666666666667,Medium
3055,Male,Group A,High school,Standard,,54.0,51.0,82.0,92.06,62.333333333333336,Medium
3056,Male,Group B,Master's degree,Standard,,90.0,16.0,73.0,60.92,59.666666666666664,Medium
3057,Male,Group A,Bachelor's degree,Free/Reduced,,49.0,48.0,54.0,92.86,50.333333333333336,Medium
3058,Female,Group E,Some college,Standard,Completed,49.0,2.0,69.0,83.62,40.0,Low
3059,Male,Group D,Some college,Standard,Completed,14.0,82.0,25.0,80.76,40.333333333333336,Low
3060,Female,Group B,Bachelor's degree,Free/Reduced,,47.0,87.0,41.0,60.49,58.333333333333336,Medium
3061,Female,Group D,High school,Free/Reduced,Completed,3.0,54.0,66.0,91.23,41.0,Low
3062,Female,Group D,Some college,Standard,,77.0,71.0,66.0,67.92,71.33333333333333,Medium
3063,Female,Group C,Associate degree,Free/Reduced,Completed,80.0,51.0,51.0,89.12,60.666666666666664,Medium
3064,Female,Group C,Associate degree,Standard,,20.0,39.0,5.0,60.63,21.333333333333332,Low
3065,Female,Group B,High school,Standard,,79.0,65.0,9.0,91.85,51.0,Medium
3066,Female,Group C,Bachelor's degree,Free/Reduced,,89.0,86.0,37.0,60.92,70.66666666666667,Medium
3067,Male,Group C,Master's degree,Standard,,8.0,39.0,76.0,69.44,41.0,Low
3068,Male,Group C,High school,Free/Reduced,Completed,65.0,29.0,11.0,70.73,35.0,Low
3069,Female,Group D,Master's degree,Standard,,78.0,24.0,45.0,66.3,49.0,Low
3070,Female,Group B,High school,Standard,Completed,34.0,6.0,48.0,79.24,29.333333333333332,Low
3071,Male,Group D,Associate degree,Standard,Completed,87.0,91.0,90.0,71.35,89.33333333333333,High
3072,Female,Group E,Bachelor's degree,Free/Reduced,Completed,50.0,49.0,71.0,99.73,56.666666666666664,Medium
3073,Male,Group D,Associate degree,Free/Reduced,,77.0,80.0,62.0,83.2,73.0,Medium
3074,Male,Group E,Bachelor's degree,Standard,Completed,100.0,95.0,50.0,82.66,81.66666666666667,High
3075,Male,Group A,Master's degree,Free/Reduced,Completed,36.0,0.0,99.0,68.83,45.0,Low
3076,Female,Group A,High school,Free/Reduced,Completed,5.0,90.0,42.0,76.35,45.666666666666664,Low
3077,Female,Group E,Some college,Standard,,81.0,43.0,93.0,64.96,72.33333333333333,Medium
3078,Male,Group E,Some college,Free/Reduced,Completed,85.0,99.0,59.0,90.5,81.0,High
3079,Male,Group D,Bachelor's degree,Free/Reduced,,81.0,48.0,50.0,73.25,59.666666666666664,Medium
3080,Male,Group E,Bachelor's degree,Free/Reduced,Completed,50.0,6.0,28.0,90.08,28.0,Low
3081,Male,Group B,Associate degree,Standard,Completed,65.0,2.0,85.0,74.87,50.666666666666664,Medium
3082,Male,Group A,Some college,Standard,,95.0,93.0,77.0,99.55,88.33333333333333,High
3083,Female,Group A,Associate degree,Free/Reduced,,16.0,0.0,73.0,66.84,29.666666666666668,Low
3084,Male,Group E,Master's degree,Standard,Completed,64.0,51.0,10.0,60.06,41.666666666666664,Low
3085,Female,Group C,Some college,Free/Reduced,,8.0,97.0,34.0,83.79,46.333333333333336,Low
3086,Male,Group C,Master's degree,Standard,Completed,12.0,37.0,50.0,98.12,33.0,Low
3087,Female,Group E,High school,Free/Reduced,Completed,99.0,42.0,71.0,85.88,70.66666666666667,Medium
3088,Female,Group B,Associate degree,Standard,,100.0,54.0,20.0,63.43,58.0,Medium
3089,Female,Group C,Bachelor's degree,Free/Reduced,,57.0,56.0,36.0,81.62,49.666666666666664,Low
3090,Female,Group E,Some college,Standard,,29.0,52.0,27.0,96.38,36.0,Low
3091,Female,Group B,Associate degree,Free/Reduced,Completed,30.0,99.0,94.0,60.26,74.33333333333333,Medium
3092,Female,Group B,Bachelor's degree,Standard,Completed,22.0,32.0,57.0,66.68,37.0,Low
3093,Male,Group D,High school,Standard,Completed,62.0,79.0,50.0,92.58,63.666666666666664,Medium
3094,Female,Group B,Some college,Standard,,27.0,61.0,27.0,95.76,38.333333333333336,Low
3095,Male,Group C,Master's degree,Free/Reduced,,58.0,10.0,41.0,88.29,36.333333333333336,Low
3096,Female,Group C,High school,Free/Reduced,,9.0,71.0,90.0,99.66,56.666666666666664,Medium
3097,Female,Group E,Bachelor's degree,Free/Reduced,Completed,88.0,51.0,84.0,63.61,74.33333333333333,Medium
3098,Male,Group E,Some college,Standard,,99.0,0.0,72.0,81.83,57.0,Medium
3099,Female,Group B,Some college,Free/Reduced,,89.0,13.0,92.0,87.4,64.66666666666667,Medium
3100,Male,Group A,High school,Standard,Completed,25.0,93.0,60.0,88.11,59.333333333333336,Medium
3101,Male,Group D,Some college,Standard,,76.0,84.0,78.0,91.74,79.33333333333333,High
3102,Male,Group A,Bachelor's degree,Standard,,16.0,20.0,32.0,96.71,22.666666666666668,Low
3103,Male,Group B,High school,Free/Reduced,Completed,39.0,33.0,54.0,74.47,42.0,Low
3104,Female,Group B,Master's degree,Standard,Completed,67.0,89.0,36.0,61.72,64.0,Medium
3105,Female,Group A,High school,Free/Reduced,Completed,22.0,13.0,46.0,74.5,27.0,Low
3106,Male,Group D,High school,Free/Reduced,Completed,34.0,39.0,35.0,86.86,36.0,Low
3107,Female,Group A,Master's degree,Standard,Completed,74.0,34.0,27.0,68.54,45.0,Low
3108,Female,Group E,Bachelor's degree,Free/Reduced,Completed,75.0,41.0,9.0,92.4,41.666666666666664,Low
3109,Male,Group C,Associate degree,Standard,,8.0,51.0,22.0,68.79,27.0,Low
3110,Female,Group E,Associate degree,Standard,,78.0,51.0,91.0,60.4,73.33333333333333,Medium
3111,Male,Group C,Master's degree,Free/Reduced,Completed,44.0,59.0,97.0,80.32,66.66666666666667,Medium
3112,Male,Group B,Bachelor's degree,Standard,Completed,36.0,8.0,50.0,89.06,31.333333333333332,Low
3113,Female,Group D,Some college,Standard,,68.0,32.0,81.0,73.99,60.333333333333336,Medium
3114,Female,Group A,Master's degree,Standard,Completed,18.0,51.0,50.0,89.96,39.666666666666664,Low
3115,Female,Group D,Associate degree,Free/Reduced,Completed,74.0,67.0,41.0,77.54,60.666666666666664,Medium
3116,Male,Group A,Master's degree,Free/Reduced,,72.0,3.0,46.0,66.87,40.333333333333336,Low
3117,Male,Group E,High school,Free/Reduced,,98.0,47.0,86.0,63.62,77.0,High
3118,Female,Group E,Bachelor's degree,Standard,Completed,26.0,15.0,27.0,88.42,22.666666666666668,Low
3119,Female,Group A,Master's degree,Standard,Completed,12.0,51.0,12.0,75.43,25.0,Low
